Channel;Counts;
-90;52;
-70;64;
-50;81;
-30;89;
-10;75;
10;100;
30;101;
50;107;
70;117;
90;114;
110;135;
130;149;
150;166;
170;175;
190;209;
210;229;
230;230;
250;263;
270;312;
290;311;
310;359;
330;342;
350;366;
370;405;
390;423;
410;417;
430;485;
450;516;
470;510;
490;530;
510;546;
530;546;
550;631;
570;514;
590;628;
610;588;
630;712;
650;646;
670;632;
690;693;
710;659;
730;702;
750;701;
770;694;
790;680;
810;684;
830;726;
850;713;
870;732;
890;699;
910;739;
930;756;
950;695;
970;742;
990;743;
1010;701;
1030;703;
1050;747;
1070;752;
1090;735;
1110;784;
1130;739;
1150;691;
1170;730;
1190;723;
1210;752;
1230;706;
1250;706;
1270;713;
1290;737;
1310;721;
1330;763;
1350;732;
1370;724;
1390;746;
1410;768;
1430;727;
1450;765;
1470;718;
1490;724;
1510;782;
1530;764;
1550;667;
1570;766;
1590;747;
1610;721;
1630;721;
1650;740;
1670;714;
1690;741;
1710;750;
1730;715;
1750;721;
1770;766;
1790;737;
1810;732;
1830;761;
1850;689;
1870;764;
1890;726;
1910;766;
1930;710;
1950;679;
1970;769;
1990;741;
2010;713;
2030;724;
2050;763;
2070;729;
2090;699;
2110;759;
2130;724;
2150;731;
2170;712;
2190;749;
2210;780;
2230;736;
2250;734;
2270;714;
2290;675;
2310;726;
2330;705;
2350;757;
2370;711;
2390;736;
2410;750;
2430;712;
2450;700;
2470;724;
2490;784;
2510;731;
2530;719;
2550;684;
2570;716;
2590;720;
2610;735;
2630;727;
2650;775;
2670;717;
2690;728;
2710;734;
2730;760;
2750;697;
2770;716;
2790;710;
2810;761;
2830;749;
2850;736;
2870;752;
2890;674;
2910;726;
2930;722;
2950;727;
2970;759;
2990;728;
3010;748;
3030;759;
3050;783;
3070;709;
3090;736;
3110;748;
3130;716;
3150;706;
3170;691;
3190;722;
3210;721;
3230;759;
3250;745;
3270;708;
3290;698;
3310;690;
3330;711;
3350;709;
3370;759;
3390;754;
3410;693;
3430;762;
3450;723;
3470;718;
3490;730;
3510;709;
3530;736;
3550;741;
3570;718;
3590;680;
3610;730;
3630;770;
3650;726;
3670;753;
3690;773;
3710;734;
3730;736;
3750;732;
3770;706;
3790;764;
3810;778;
3830;772;
3850;742;
3870;731;
3890;843;
3910;776;
3930;802;
3950;810;
3970;856;
3990;813;
4010;814;
4030;785;
4050;830;
4070;860;
4090;860;
4110;850;
4130;892;
4150;910;
4170;856;
4190;853;
4210;940;
4230;968;
4250;893;
4270;936;
4290;930;
4310;882;
4330;940;
4350;933;
4370;913;
4390;866;
4410;977;
4430;872;
4450;910;
4470;903;
4490;975;
4510;931;
4530;996;
4550;973;
4570;919;
4590;928;
4610;899;
4630;905;
4650;889;
4670;889;
4690;898;
4710;829;
4730;846;
4750;839;
4770;846;
4790;808;
4810;820;
4830;849;
4850;783;
4870;840;
4890;786;
4910;794;
4930;820;
4950;774;
4970;763;
4990;818;
5010;740;
5030;758;
5050;787;
5070;811;
5090;726;
5110;747;
5130;736;
5150;767;
5170;685;
5190;808;
5210;743;
5230;712;
5250;699;
5270;714;
5290;685;
5310;735;
5330;712;
5350;797;
5370;711;
5390;725;
5410;708;
5430;712;
5450;703;
5470;689;
5490;711;
5510;677;
5530;679;
5550;676;
5570;732;
5590;641;
5610;684;
5630;628;
5650;629;
5670;631;
5690;677;
5710;623;
5730;724;
5750;682;
5770;673;
5790;660;
5810;659;
5830;655;
5850;652;
5870;651;
5890;640;
5910;680;
5930;650;
5950;705;
5970;692;
5990;638;
6010;662;
6030;659;
6050;634;
6070;625;
6090;686;
6110;644;
6130;667;
6150;674;
6170;659;
6190;614;
6210;642;
6230;648;
6250;639;
6270;670;
6290;674;
6310;613;
6330;645;
6350;654;
6370;655;
6390;582;
6410;657;
6430;648;
6450;601;
6470;644;
6490;639;
6510;644;
6530;688;
6550;684;
6570;633;
6590;655;
6610;604;
6630;581;
6650;618;
6670;628;
6690;625;
6710;634;
6730;711;
6750;593;
6770;624;
6790;659;
6810;641;
6830;645;
6850;646;
6870;620;
6890;632;
6910;672;
6930;624;
6950;638;
6970;636;
6990;620;
7010;635;
7030;626;
7050;610;
7070;629;
7090;622;
7110;629;
7130;601;
7150;627;
7170;605;
7190;657;
7210;558;
7230;616;
7250;594;
7270;630;
7290;567;
7310;574;
7330;646;
7350;571;
7370;589;
7390;553;
7410;633;
7430;557;
7450;583;
7470;564;
7490;597;
7510;574;
7530;533;
7550;534;
7570;546;
7590;540;
7610;567;
7630;571;
7650;541;
7670;565;
7690;492;
7710;534;
7730;508;
7750;522;
7770;512;
7790;503;
7810;473;
7830;504;
7850;475;
7870;439;
7890;446;
7910;441;
7930;431;
7950;437;
7970;420;
7990;394;
8010;406;
8030;399;
8050;406;
8070;389;
8090;347;
8110;388;
8130;362;
8150;357;
8170;339;
8190;327;
8210;320;
8230;303;
8250;296;
8270;307;
8290;297;
8310;293;
8330;290;
8350;273;
8370;261;
8390;271;
8410;249;
8430;256;
8450;258;
8470;243;
8490;234;
8510;224;
8530;246;
8550;203;
8570;201;
8590;213;
8610;215;
8630;207;
8650;205;
8670;206;
8690;182;
8710;187;
8730;193;
8750;173;
8770;181;
8790;188;
8810;198;
8830;177;
8850;178;
8870;186;
8890;194;
8910;187;
8930;195;
8950;161;
8970;188;
8990;154;
9010;160;
9030;177;
9050;161;
9070;182;
9090;146;
9110;162;
9130;161;
9150;164;
9170;153;
9190;177;
9210;185;
9230;165;
9250;178;
9270;180;
9290;187;
9310;154;
9330;165;
9350;151;
9370;187;
9390;196;
9410;174;
9430;205;
9450;171;
9470;166;
9490;182;
9510;173;
9530;183;
9550;169;
9570;174;
9590;162;
9610;181;
9630;185;
9650;176;
9670;182;
9690;177;
9710;186;
9730;189;
9750;193;
9770;207;
9790;190;
9810;208;
9830;228;
9850;197;
9870;206;
9890;208;
9910;221;
9930;217;
9950;234;
9970;230;
9990;218;
10010;212;
10030;243;
10050;220;
10070;231;
10090;250;
10110;256;
10130;258;
10150;245;
10170;275;
10190;277;
10210;280;
10230;301;
10250;272;
10270;324;
10290;306;
10310;320;
10330;331;
10350;326;
10370;310;
10390;361;
10410;325;
10430;358;
10450;371;
10470;400;
10490;395;
10510;435;
10530;412;
10550;408;
10570;427;
10590;406;
10610;479;
10630;452;
10650;477;
